Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Walmart,1128299,17/11/2021,Southeast,Florida,Orlando,Women's Street Footwear,44.00,173,"7,612.00","2,816.44",37%,Outlet
Walmart,1128299,17/11/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,47.00,170,"7,990.00","2,716.60",34%,Outlet
Walmart,1128299,17/11/2021,Southeast,Florida,Orlando,Men's Apparel,58.00,147,"8,526.00","2,302.02",27%,Outlet
Walmart,1128299,17/11/2021,Southeast,Florida,Orlando,Women's Apparel,66.00,198,"13,068.00","6,534.00",50%,Outlet
Walmart,1128299,16/12/2021,Southeast,Florida,Orlando,Men's Street Footwear,58.00,280,"16,240.00","5,846.40",36%,Outlet
Walmart,1128299,16/12/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,55.00,256,"14,080.00","4,364.80",31%,Outlet
West Gear,1128299,16/12/2021,Southeast,Florida,Orlando,Women's Street Footwear,64.00,204,"13,056.00","4,308.48",33%,Outlet
West Gear,1128299,16/12/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,58.00,204,"11,832.00","4,022.88",34%,Outlet
West Gear,1128299,16/12/2021,Southeast,Florida,Orlando,Men's Apparel,64.00,179,"11,456.00","2,978.56",26%,Outlet
West Gear,1128299,16/12/2021,Southeast,Florida,Orlando,Women's Apparel,64.00,200,"12,800.00","6,144.00",48%,Outlet
West Gear,1185732,12/1/2021,Southeast,Florida,Orlando,Men's Street Footwear,30.00,272,"8,160.00","4,161.60",51%,Outlet
West Gear,1185732,12/1/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,36.00,221,"7,956.00","3,182.40",40%,Outlet
West Gear,1185732,12/1/2021,Southeast,Florida,Orlando,Women's Street Footwear,26.00,202,"5,252.00","1,523.08",29%,Outlet
West Gear,1185732,12/1/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,30.00,170,"5,100.00","1,887.00",37%,Outlet
West Gear,1185732,12/1/2021,Southeast,Florida,Orlando,Men's Apparel,36.00,193,"6,948.00","2,848.68",41%,Outlet
West Gear,1185732,12/1/2021,Southeast,Florida,Orlando,Women's Apparel,35.00,221,"7,735.00","4,254.25",55%,Outlet
West Gear,1185732,10/2/2021,Southeast,Florida,Orlando,Men's Street Footwear,36.00,288,"10,368.00","4,872.96",47%,Outlet
West Gear,1185732,10/2/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,31.00,165,"5,115.00","2,097.15",41%,Outlet
West Gear,1185732,10/2/2021,Southeast,Florida,Orlando,Women's Street Footwear,23.00,204,"4,692.00","1,501.44",32%,Outlet
Foot Locker,1128299,24/2/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,28.00,64,"1,792.00",734.72,41%,Outlet
Foot Locker,1128299,24/2/2021,Southeast,Virginia,Richmond,Men's Apparel,29.00,39,"1,131.00",508.95,45%,Outlet
Foot Locker,1128299,24/2/2021,Southeast,Virginia,Richmond,Women's Apparel,30.00,107,"3,210.00","1,155.60",36%,Outlet
Foot Locker,1128299,23/3/2021,Southeast,Virginia,Richmond,Men's Street Footwear,30.00,162,"4,860.00","1,846.80",38%,Outlet
Foot Locker,1128299,23/3/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,35.00,98,"3,430.00","1,406.30",41%,Outlet
Foot Locker,1128299,23/3/2021,Southeast,Virginia,Richmond,Women's Street Footwear,43.00,112,"4,816.00","1,974.56",41%,Outlet
Foot Locker,1128299,23/3/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,38.00,78,"2,964.00","1,155.96",39%,Outlet
Foot Locker,1128299,23/3/2021,Southeast,Virginia,Richmond,Men's Apparel,43.00,33,"1,419.00",595.98,42%,Outlet
Foot Locker,1128299,23/3/2021,Southeast,Virginia,Richmond,Women's Apparel,35.00,102,"3,570.00","1,285.20",36%,Outlet
Foot Locker,1128299,24/4/2021,Southeast,Virginia,Richmond,Men's Street Footwear,38.00,147,"5,586.00","2,066.82",37%,Outlet
Foot Locker,1128299,24/4/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,44.00,85,"3,740.00","1,533.40",41%,Outlet
Foot Locker,1128299,24/4/2021,Southeast,Virginia,Richmond,Women's Street Footwear,41.00,114,"4,674.00","1,729.38",37%,Outlet
Foot Locker,1128299,24/4/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,32.00,68,"2,176.00",913.92,42%,Outlet
Foot Locker,1128299,24/4/2021,Southeast,Virginia,Richmond,Men's Apparel,40.00,40,"1,600.00",672.00,42%,Outlet
Foot Locker,1128299,24/4/2021,Southeast,Virginia,Richmond,Women's Apparel,47.00,90,"4,230.00","1,522.80",36%,Outlet
Foot Locker,1128299,25/5/2021,Southeast,Virginia,Richmond,Men's Street Footwear,39.00,175,"6,825.00","2,730.00",40%,Outlet
Foot Locker,1128299,25/5/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,40.00,105,"4,200.00","1,722.00",41%,Outlet
Foot Locker,1128299,25/5/2021,Southeast,Virginia,Richmond,Women's Street Footwear,37.00,109,"4,033.00","1,492.21",37%,Outlet
Foot Locker,1128299,25/5/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,33.00,85,"2,805.00","1,065.90",38%,Outlet
Foot Locker,1128299,25/5/2021,Southeast,Virginia,Richmond,Men's Apparel,34.00,54,"1,836.00",789.48,43%,Outlet
Foot Locker,1128299,25/5/2021,Southeast,Virginia,Richmond,Women's Apparel,44.00,168,"7,392.00","2,587.20",35%,Outlet
Foot Locker,1128299,24/6/2021,Southeast,Virginia,Richmond,Men's Street Footwear,37.00,233,"8,621.00","3,189.77",37%,Outlet
Foot Locker,1128299,24/6/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,45.00,221,"9,945.00","4,077.45",41%,Outlet
Foot Locker,1128299,24/6/2021,Southeast,Virginia,Richmond,Women's Street Footwear,58.00,208,"12,064.00","4,463.68",37%,Outlet
Foot Locker,1128299,24/6/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,61.00,184,"11,224.00","4,601.84",41%,Outlet
Foot Locker,1128299,24/6/2021,Southeast,Virginia,Richmond,Men's Apparel,68.00,128,"8,704.00","4,003.84",46%,Outlet
Foot Locker,1128299,24/6/2021,Southeast,Virginia,Richmond,Women's Apparel,82.00,231,"18,942.00","7,008.54",37%,Outlet
Foot Locker,1128299,23/7/2021,Southeast,Virginia,Richmond,Men's Street Footwear,60.00,272,"16,320.00","6,038.40",37%,Outlet
Foot Locker,1128299,23/7/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,60.00,224,"13,440.00","5,107.20",38%,Outlet
Foot Locker,1128299,23/7/2021,Southeast,Virginia,Richmond,Women's Street Footwear,62.00,208,"12,896.00","4,900.48",38%,Outlet
Foot Locker,1128299,23/7/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,65.00,187,"12,155.00","5,105.10",42%,Outlet
Foot Locker,1128299,23/7/2021,Southeast,Virginia,Richmond,Men's Apparel,72.00,210,"15,120.00","6,501.60",43%,Outlet
Foot Locker,1128299,23/7/2021,Southeast,Virginia,Richmond,Women's Apparel,82.00,186,"15,252.00","5,033.16",33%,Outlet
Foot Locker,1128299,24/8/2021,Southeast,Virginia,Richmond,Men's Street Footwear,67.00,272,"18,224.00","7,289.60",40%,Outlet
Foot Locker,1128299,24/8/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,53.00,240,"12,720.00","5,342.40",42%,Outlet
Foot Locker,1128299,24/8/2021,Southeast,Virginia,Richmond,Women's Street Footwear,53.00,215,"11,395.00","4,216.15",37%,Outlet
Foot Locker,1128299,24/8/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,52.00,136,"7,072.00","2,758.08",39%,Outlet
Foot Locker,1128299,24/8/2021,Southeast,Virginia,Richmond,Men's Apparel,51.00,132,"6,732.00","3,029.40",45%,Outlet
Foot Locker,1128299,24/8/2021,Southeast,Virginia,Richmond,Women's Apparel,55.00,80,"4,400.00","1,496.00",34%,Outlet
Foot Locker,1128299,25/9/2021,Southeast,Virginia,Richmond,Men's Street Footwear,35.00,149,"5,215.00","2,190.30",42%,Outlet
Foot Locker,1128299,25/9/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,43.00,153,"6,579.00","2,565.81",39%,Outlet
Foot Locker,1128299,25/9/2021,Southeast,Virginia,Richmond,Women's Street Footwear,34.00,78,"2,652.00","1,060.80",40%,Outlet
Foot Locker,1128299,25/9/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,37.00,70,"2,590.00","1,036.00",40%,Outlet
Foot Locker,1128299,25/9/2021,Southeast,Virginia,Richmond,Men's Apparel,39.00,74,"2,886.00","1,356.42",47%,Outlet
Foot Locker,1128299,25/9/2021,Southeast,Virginia,Richmond,Women's Apparel,33.00,83,"2,739.00",986.04,36%,Outlet
Foot Locker,1128299,24/10/2021,Southeast,Virginia,Richmond,Men's Street Footwear,28.00,119,"3,332.00","1,332.80",40%,Outlet
Foot Locker,1128299,24/10/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,39.00,173,"6,747.00","2,563.86",38%,Outlet
Foot Locker,1128299,24/10/2021,Southeast,Virginia,Richmond,Women's Street Footwear,39.00,119,"4,641.00","1,949.22",42%,Outlet
Foot Locker,1128299,24/10/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,31.00,101,"3,131.00","1,158.47",37%,Outlet
Foot Locker,1128299,24/10/2021,Southeast,Virginia,Richmond,Men's Apparel,42.00,105,"4,410.00","2,072.70",47%,Outlet
Foot Locker,1128299,24/10/2021,Southeast,Virginia,Richmond,Women's Apparel,40.00,109,"4,360.00","1,395.20",32%,Outlet
Foot Locker,1128299,24/11/2021,Southeast,Virginia,Richmond,Men's Street Footwear,34.00,173,"5,882.00","2,470.44",42%,Outlet
Foot Locker,1128299,24/11/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,34.00,221,"7,514.00","2,780.18",37%,Outlet
Foot Locker,1128299,24/11/2021,Southeast,Virginia,Richmond,Women's Street Footwear,33.00,143,"4,719.00","1,840.41",39%,Outlet
Foot Locker,1128299,24/11/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,36.00,144,"5,184.00","2,021.76",39%,Outlet
Foot Locker,1128299,24/11/2021,Southeast,Virginia,Richmond,Men's Apparel,56.00,136,"7,616.00","3,351.04",44%,Outlet
Foot Locker,1128299,24/11/2021,Southeast,Virginia,Richmond,Women's Apparel,60.00,176,"10,560.00","3,484.80",33%,Outlet
Foot Locker,1128299,23/12/2021,Southeast,Virginia,Richmond,Men's Street Footwear,49.00,248,"12,152.00","4,860.80",40%,Outlet
Foot Locker,1128299,23/12/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,54.00,225,"12,150.00","4,981.50",41%,Outlet
Sports Direct,1128299,23/12/2021,Southeast,Virginia,Richmond,Women's Street Footwear,53.00,165,"8,745.00","3,498.00",40%,Outlet
Sports Direct,1128299,23/12/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,51.00,176,"8,976.00","3,500.64",39%,Outlet
Sports Direct,1128299,23/12/2021,Southeast,Virginia,Richmond,Men's Apparel,59.00,157,"9,263.00","3,890.46",42%,Outlet
Sports Direct,1128299,23/12/2021,Southeast,Virginia,Richmond,Women's Apparel,65.00,190,"12,350.00","4,322.50",35%,Outlet
Sports Direct,1185732,19/1/2021,Southeast,Virginia,Richmond,Men's Street Footwear,23.00,233,"5,359.00","2,786.68",52%,Outlet
Sports Direct,1185732,19/1/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,28.00,187,"5,236.00","2,460.92",47%,Outlet
Sports Direct,1185732,19/1/2021,Southeast,Virginia,Richmond,Women's Street Footwear,18.00,176,"3,168.00","1,013.76",32%,Outlet
Sports Direct,1185732,19/1/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,21.00,136,"2,856.00","1,199.52",42%,Outlet
Sports Direct,1185732,19/1/2021,Southeast,Virginia,Richmond,Men's Apparel,30.00,140,"4,200.00","1,890.00",45%,Outlet
Sports Direct,1185732,19/1/2021,Southeast,Virginia,Richmond,Women's Apparel,25.00,193,"4,825.00","2,798.50",58%,Outlet
Sports Direct,1185732,17/2/2021,Southeast,Virginia,Richmond,Men's Street Footwear,26.00,256,"6,656.00","3,660.80",55%,Outlet
Sports Direct,1185732,17/2/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,27.00,153,"4,131.00","1,858.95",45%,Outlet
Sports Direct,1185732,17/2/2021,Southeast,Virginia,Richmond,Women's Street Footwear,17.00,170,"2,890.00","1,040.40",36%,Outlet
West Gear,1185732,11/2/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,16.00,93,"1,488.00",624.96,42%,Outlet
West Gear,1185732,11/2/2021,West,Utah,Salt Lake City,Men's Apparel,28.00,120,"3,360.00","1,411.20",42%,Outlet
West Gear,1185732,11/2/2021,West,Utah,Salt Lake City,Women's Apparel,18.00,149,"2,682.00","1,475.10",55%,Outlet
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Men's Street Footwear,20.00,228,"4,560.00","1,960.80",43%,Outlet
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,22.00,105,"2,310.00",924.00,40%,Outlet
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Women's Street Footwear,16.00,140,"2,240.00",873.60,39%,Outlet
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20.00,75,"1,500.00",630.00,42%,Outlet
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Men's Apparel,28.00,90,"2,520.00","1,008.00",40%,Outlet
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Women's Apparel,21.00,140,"2,940.00","1,675.80",57%,Outlet
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Men's Street Footwear,20.00,194,"3,880.00","1,784.80",46%,Outlet
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,20.00,111,"2,220.00",821.40,37%,Outlet
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Women's Street Footwear,10.00,107,"1,070.00",438.70,41%,Outlet
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,14.00,75,"1,050.00",472.50,45%,Outlet
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Men's Apparel,24.00,88,"2,112.00",823.68,39%,Outlet
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Women's Apparel,20.00,136,"2,720.00","1,414.40",52%,Outlet
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Men's Street Footwear,27.00,228,"6,156.00","2,647.08",43%,Outlet
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,22.00,128,"2,816.00","1,182.72",42%,Outlet
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Women's Street Footwear,19.00,109,"2,071.00",786.98,38%,Outlet
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,19.00,94,"1,786.00",767.98,43%,Outlet
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Men's Apparel,29.00,90,"2,610.00","1,096.20",42%,Outlet
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Women's Apparel,32.00,128,"4,096.00","2,334.72",57%,Outlet
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Men's Street Footwear,21.00,208,"4,368.00","1,878.24",43%,Outlet
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,18.00,132,"2,376.00",950.40,40%,Outlet
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Women's Street Footwear,13.00,128,"1,664.00",615.68,37%,Outlet
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,13.00,132,"1,716.00",737.88,43%,Outlet
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Men's Apparel,24.00,132,"3,168.00","1,172.16",37%,Outlet
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Women's Apparel,32.00,190,"6,080.00","3,283.20",54%,Outlet
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Men's Street Footwear,28.00,248,"6,944.00","2,985.92",43%,Outlet
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,20.00,182,"3,640.00","1,419.60",39%,Outlet
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Women's Street Footwear,19.00,157,"2,983.00","1,163.37",39%,Outlet
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,16.00,128,"2,048.00",962.56,47%,Outlet
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Men's Apparel,28.00,140,"3,920.00","1,489.60",38%,Outlet
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Women's Apparel,32.00,204,"6,528.00","3,590.40",55%,Outlet
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Men's Street Footwear,27.00,248,"6,696.00","3,147.12",47%,Outlet
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,28.00,179,"5,012.00","2,105.04",42%,Outlet
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Women's Street Footwear,23.00,158,"3,634.00","1,489.94",41%,Outlet
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,14.00,124,"1,736.00",815.92,47%,Outlet
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Men's Apparel,23.00,109,"2,507.00",977.73,39%,Outlet
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Women's Apparel,27.00,184,"4,968.00","2,831.76",57%,Outlet
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Men's Street Footwear,23.00,228,"5,244.00","2,359.80",45%,Outlet
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,19.00,158,"3,002.00","1,140.76",38%,Outlet
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Women's Street Footwear,7.00,105,735.00,308.70,42%,Outlet
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,7.00,111,777.00,357.42,46%,Outlet
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Men's Apparel,16.00,114,"1,824.00",747.84,41%,Outlet
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Women's Apparel,18.00,132,"2,376.00","1,354.32",57%,Outlet
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,24.00,201,"4,824.00","2,267.28",47%,Outlet
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,14.00,132,"1,848.00",739.20,40%,Outlet
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Street Footwear,13.00,90,"1,170.00",479.70,41%,Outlet
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,13.00,94,"1,222.00",562.12,46%,Outlet
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Apparel,20.00,85,"1,700.00",663.00,39%,Outlet
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Apparel,25.00,140,"3,500.00","1,890.00",54%,Outlet
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,22.00,165,"3,630.00","1,560.90",43%,Outlet
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,14.00,136,"1,904.00",742.56,39%,Outlet
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Street Footwear,14.00,107,"1,498.00",629.16,42%,Outlet
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,15.00,124,"1,860.00",781.20,42%,Outlet
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Apparel,28.00,123,"3,444.00","1,308.72",38%,Outlet
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Apparel,35.00,158,"5,530.00","3,041.50",55%,Outlet
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Street Footwear,29.00,231,"6,699.00","3,081.54",46%,Outlet
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,22.00,170,"3,740.00","1,570.80",42%,Outlet
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Street Footwear,20.00,153,"3,060.00","1,132.20",37%,Outlet
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,22.00,136,"2,992.00","1,256.64",42%,Outlet
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Apparel,27.00,124,"3,348.00","1,372.68",41%,Outlet
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Apparel,29.00,170,"4,930.00","2,563.60",52%,Outlet
West Gear,1128299,24/1/2021,West,Utah,Salt Lake City,Men's Street Footwear,24.00,109,"2,616.00",967.92,37%,Outlet
West Gear,1128299,24/1/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,29.00,123,"3,567.00","1,426.80",40%,Outlet
West Gear,1128299,24/1/2021,West,Utah,Salt Lake City,Women's Street Footwear,31.00,105,"3,255.00","1,269.45",39%,Outlet
West Gear,1128299,24/1/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,30.00,68,"2,040.00",775.20,38%,Outlet
West Gear,1128299,24/1/2021,West,Utah,Salt Lake City,Men's Apparel,35.00,53,"1,855.00",853.30,46%,Outlet
West Gear,1128299,24/1/2021,West,Utah,Salt Lake City,Women's Apparel,28.00,132,"3,696.00","1,256.64",34%,Outlet
West Gear,1128299,24/2/2021,West,Utah,Salt Lake City,Men's Street Footwear,22.00,153,"3,366.00","1,380.06",41%,Outlet
West Gear,1128299,24/2/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,29.00,123,"3,567.00","1,498.14",42%,Outlet
West Gear,1128299,24/2/2021,West,Utah,Salt Lake City,Women's Street Footwear,28.00,123,"3,444.00","1,274.28",37%,Outlet
West Gear,1128299,24/2/2021,West,Oregon,Portland,Women's Athletic Footwear,29.00,64,"1,856.00",760.96,41%,Outlet
West Gear,1128299,24/2/2021,West,Oregon,Portland,Men's Apparel,32.00,43,"1,376.00",605.44,44%,Outlet
West Gear,1128299,24/2/2021,West,Oregon,Portland,Women's Apparel,28.00,98,"2,744.00",960.40,35%,Outlet
West Gear,1128299,23/3/2021,West,Oregon,Portland,Men's Street Footwear,28.00,143,"4,004.00","1,601.60",40%,Outlet
West Gear,1128299,23/3/2021,West,Oregon,Portland,Men's Athletic Footwear,40.00,98,"3,920.00","1,607.20",41%,Outlet
West Gear,1128299,23/3/2021,West,Oregon,Portland,Women's Street Footwear,41.00,112,"4,592.00","1,744.96",38%,Outlet
West Gear,1128299,23/3/2021,West,Oregon,Portland,Women's Athletic Footwear,39.00,75,"2,925.00","1,082.25",37%,Outlet
West Gear,1128299,23/3/2021,West,Oregon,Portland,Men's Apparel,43.00,30,"1,290.00",567.60,44%,Outlet
West Gear,1128299,23/3/2021,West,Oregon,Portland,Women's Apparel,40.00,90,"3,600.00","1,260.00",35%,Outlet
West Gear,1128299,24/4/2021,West,Oregon,Portland,Men's Street Footwear,44.00,166,"7,304.00","2,848.56",39%,Outlet
West Gear,1128299,24/4/2021,West,Oregon,Portland,Men's Athletic Footwear,39.00,88,"3,432.00","1,407.12",41%,Outlet
West Gear,1128299,24/4/2021,West,Oregon,Portland,Women's Street Footwear,47.00,114,"5,358.00","2,196.78",41%,Outlet
West Gear,1128299,24/4/2021,West,Oregon,Portland,Women's Athletic Footwear,34.00,70,"2,380.00",880.60,37%,Outlet
West Gear,1128299,24/4/2021,West,Oregon,Portland,Men's Apparel,36.00,39,"1,404.00",589.68,42%,Outlet
West Gear,1128299,24/4/2021,West,Oregon,Portland,Women's Apparel,49.00,90,"4,410.00","1,499.40",34%,Outlet
West Gear,1128299,25/5/2021,West,Oregon,Portland,Men's Street Footwear,39.00,155,"6,045.00","2,538.90",42%,Outlet
West Gear,1128299,25/5/2021,West,Oregon,Portland,Men's Athletic Footwear,36.00,109,"3,924.00","1,569.60",40%,Outlet
West Gear,1128299,25/5/2021,West,Oregon,Portland,Women's Street Footwear,39.00,119,"4,641.00","1,809.99",39%,Outlet
West Gear,1128299,25/5/2021,West,Oregon,Portland,Women's Athletic Footwear,33.00,94,"3,102.00","1,209.78",39%,Outlet
West Gear,1128299,25/5/2021,West,Oregon,Portland,Men's Apparel,33.00,58,"1,914.00",842.16,44%,Outlet
West Gear,1128299,25/5/2021,West,Oregon,Portland,Women's Apparel,46.00,173,"7,958.00","2,864.88",36%,Outlet
West Gear,1128299,24/6/2021,West,Oregon,Portland,Men's Street Footwear,43.00,240,"10,320.00","3,921.60",38%,Outlet
West Gear,1128299,24/6/2021,West,Oregon,Portland,Men's Athletic Footwear,47.00,202,"9,494.00","3,892.54",41%,Outlet
West Gear,1128299,24/6/2021,West,Oregon,Portland,Women's Street Footwear,53.00,208,"11,024.00","4,299.36",39%,Outlet
West Gear,1128299,24/6/2021,West,Oregon,Portland,Women's Athletic Footwear,62.00,179,"11,098.00","4,550.18",41%,Outlet
West Gear,1128299,24/6/2021,West,Oregon,Portland,Men's Apparel,67.00,140,"9,380.00","4,314.80",46%,Outlet
West Gear,1128299,24/6/2021,West,Oregon,Portland,Women's Apparel,74.00,231,"17,094.00","5,641.02",33%,Outlet
West Gear,1128299,23/7/2021,West,Oregon,Portland,Men's Street Footwear,60.00,298,"17,880.00","7,509.60",42%,Outlet
West Gear,1128299,23/7/2021,West,Oregon,Portland,Men's Athletic Footwear,66.00,217,"14,322.00","5,872.02",41%,Outlet
West Gear,1128299,23/7/2021,West,Oregon,Portland,Women's Street Footwear,66.00,221,"14,586.00","6,126.12",42%,Outlet
West Gear,1128299,23/7/2021,West,Oregon,Portland,Women's Athletic Footwear,61.00,171,"10,431.00","4,276.71",41%,Outlet
West Gear,1128299,23/7/2021,West,Oregon,Portland,Men's Apparel,68.00,198,"13,464.00","6,193.44",46%,Outlet
West Gear,1128299,23/7/2021,West,Oregon,Portland,Women's Apparel,78.00,204,"15,912.00","5,569.20",35%,Outlet
West Gear,1128299,24/8/2021,West,Oregon,Portland,Men's Street Footwear,69.00,256,"17,664.00","6,535.68",37%,Outlet
West Gear,1128299,24/8/2021,West,Oregon,Portland,Men's Athletic Footwear,62.00,256,"15,872.00","6,666.24",42%,Outlet
West Gear,1128299,24/8/2021,West,Oregon,Portland,Women's Street Footwear,50.00,215,"10,750.00","4,300.00",40%,Outlet
West Gear,1128299,24/8/2021,West,Oregon,Portland,Women's Athletic Footwear,50.00,128,"6,400.00","2,432.00",38%,Outlet
West Gear,1128299,24/8/2021,West,Oregon,Portland,Men's Apparel,53.00,136,"7,208.00","3,027.36",42%,Outlet
West Gear,1128299,24/8/2021,West,Oregon,Portland,Women's Apparel,53.00,88,"4,664.00","1,725.68",37%,Outlet
West Gear,1128299,25/9/2021,West,Oregon,Portland,Men's Street Footwear,34.00,149,"5,066.00","1,874.42",37%,Outlet
West Gear,1128299,25/9/2021,West,Oregon,Portland,Men's Athletic Footwear,43.00,158,"6,794.00","2,581.72",38%,Outlet
West Gear,1128299,25/9/2021,West,Oregon,Portland,Women's Street Footwear,39.00,83,"3,237.00","1,359.54",42%,Outlet
West Gear,1128299,25/9/2021,West,Oregon,Portland,Women's Athletic Footwear,38.00,62,"2,356.00",989.52,42%,Outlet
West Gear,1128299,25/9/2021,West,Oregon,Portland,Men's Apparel,48.00,77,"3,696.00","1,552.32",42%,Outlet
West Gear,1128299,25/9/2021,West,Oregon,Portland,Women's Apparel,36.00,85,"3,060.00",979.20,32%,Outlet
